"pen","customer_id","request_id","cancel"
0,"A87743401922","R9904987747",1
0,"A87743401922","R1488471795",0
0,"A87743401922","R67762607714",0
0,"A87743401922","R12280335684",0
0,"A87743401922","R69914564933",0
0,"A87743401922","R76602573949",0
0,"A56884832131","R131408359093",0
0,"A56884832131","R44657432049",0
0,"A56884832131","R27864655190",0
0,"A56884832131","R35441599011",0
0,"A56884832131","R217760424990",0
0,"A56884832131","R117112897172",0
0,"A56884832131","R119797586789",0
0,"A56884832131","R12739004834",0
0,"A56884832131","R18440736353",0
0,"A56884832131","R178212187342",0
0,"A56884832131","R15912061303",1
0,"A56884832131","R3590850734",1
0,"A56884832131","R118597858835",0
0,"A56884832131","R36853534016",1
0,"A56884832131","R138980595805",0
0,"A56884832131","R32528033780",0
0,"A56884832131","R80556728072",1
0,"A56884832131","R120571379897",0
0,"A56884832131","R84899019542",1
0,"A56884832131","R31555164926",1
0,"A56884832131","R41408492900",0
0,"A56884832131","R31523054625",0
0,"A56884832131","R25968404358",0
0,"A56884832131","R21899728921",1
0,"A56884832131","R103686816513",1
0,"A56884832131","R132998386634",0
0,"A56884832131","R41533245609",0
0,"A56884832131","R17096137379",0
0,"A56884832131","R61515613452",0
0,"A56884832131","R36009798496",0
0,"A56884832131","R1122260214",0
0,"A56884832131","R125890737568",0
0,"A56884832131","R52154906369",0
0,"A56884832131","R128826169530",0
0,"A56884832131","R105419573913",0
0,"A56884832131","R65693655827",0
0,"A56884832131","R22992966239",0
0,"A56884832131","R13678442195",0
0,"A56884832131","R16885635419",1
0,"A56884832131","R32036243836",0
0,"A56884832131","R146693297535",0
0,"A56884832131","R119638547411",0
0,"A56884832131","R40412025098",0
0,"A56884832131","R42945144287",0
0,"A56884832131","R109370780017",0
0,"A18472673296","R46845678278",0
0,"A18472673296","R91117643373",0
0,"A18472673296","R88104354266",1
0,"A18472673296","R94279368957",0
0,"A18472673296","R205875307840",0
0,"A18472673296","R12032369139",0
0,"A18472673296","R129456623255",0
0,"A18472673296","R96177742868",0
0,"A18472673296","R88813304773",0
0,"A18472673296","R11919879784",0
0,"A18472673296","R102428111931",0
0,"A18472673296","R62484052053",0
0,"A18472673296","R14247653728",0
0,"A18472673296","R66612003270",0
0,"A18472673296","R6627758985",1
0,"A18472673296","R121556076881",1
0,"A18472673296","R21180329555",1
0,"A18472673296","R133679286807",1
0,"A18472673296","R27821748186",0
0,"A18472673296","R11074033279",0
0,"A18472673296","R7017782290",0
0,"A18472673296","R39448591",0
0,"A18472673296","R121226419007",1
0,"A18472673296","R64074298658",0
0,"A18472673296","R106494058104",0
0,"A18472673296","R298688992674",1
0,"A18472673296","R179688381503",0
0,"A18472673296","R57624306874",0
0,"A18472673296","R169048699403",0
0,"A18472673296","R34022734285",0
0,"A18472673296","R123081634070",1
0,"A18472673296","R83896037123",0
0,"A18472673296","R55127113928",1
0,"A18472673296","R55447228424",0
0,"A18472673296","R149268894920",1
0,"A18472673296","R114989153743",0
0,"A18472673296","R43990947422",0
0,"A18472673296","R13513831065",0
0,"A18472673296","R39123868608",0
0,"A18472673296","R84555304449",0
0,"A18472673296","R73276042067",1
0,"A18472673296","R53324843829",0
0,"A18472673296","R91849257383",1
0,"A305949221973","R92592123827",1
0,"A305949221973","R119573944592",0
0,"A305949221973","R101036043292",1
0,"A305949221973","R4266419634",1
0,"A305949221973","R54685805797",0
0,"A305949221973","R84279778033",0
0,"A305949221973","R16315635168",0
0,"A305949221973","R133319805760",0
0,"A305949221973","R529845472",1
0,"A305949221973","R17070204607",1
0,"A305949221973","R42401895432",1
0,"A305949221973","R100151106294",0
0,"A305949221973","R237762433",0
0,"A305949221973","R8156081995",0
0,"A305949221973","R188569050040",0
0,"A305949221973","R87383443369",0
0,"A305949221973","R37891089223",0
0,"A305949221973","R56118691760",0
0,"A305949221973","R35545107041",1
0,"A305949221973","R191567139066",0
0,"A305949221973","R121082013966",0
0,"A305949221973","R52870590572",0
0,"A305949221973","R19155273069",0
0,"A305949221973","R50124011106",0
0,"A305949221973","R207109770001",0
0,"A305949221973","R61336833418",0
0,"A305949221973","R61662342487",0
0,"A305949221973","R117517742226",0
0,"A305949221973","R107184452328",0
0,"A305949221973","R24664044104",0
0,"A305949221973","R49095676696",0
0,"A305949221973","R59161158830",1
0,"A305949221973","R53175526892",0
0,"A305949221973","R85529757931",0
0,"A305949221973","R51930798544",0
0,"A305949221973","R174907959270",0
0,"A305949221973","R66388196011",0
0,"A305949221973","R86114683164",1
0,"A305949221973","R116668654869",1
0,"A305949221973","R248785035444",0
0,"A305949221973","R221115734639",1
0,"A305949221973","R49641541662",0
0,"A305949221973","R91607938766",0
0,"A305949221973","R14570048860",0
0,"A305949221973","R89027996349",0
0,"A305949221973","R88071815218",0
0,"A305949221973","R36070879334",0
0,"A47273658956","R110740402129",0
0,"A47273658956","R122988655045",1
0,"A47273658956","R128406165755",1
0,"A47273658956","R19137504055",0
0,"A47273658956","R8685094104",0
0,"A47273658956","R50541092544",0
0,"A47273658956","R135991303055",0
0,"A47273658956","R91329792203",0
0,"A47273658956","R49060654931",0
0,"A47273658956","R26118741209",1
0,"A47273658956","R2640674453",0
0,"A47273658956","R243487462979",1
0,"A47273658956","R138477689077",0
0,"A47273658956","R123974066932",1
0,"A47273658956","R10407923427",0
0,"A47273658956","R53893380658",0
0,"A47273658956","R113538033505",0
0,"A47273658956","R24103096927",0
0,"A47273658956","R178659522772",0
0,"A47273658956","R67662799534",0
0,"A47273658956","R82529601346",0
0,"A47273658956","R57771960423",0
0,"A47273658956","R132435754799",1
0,"A47273658956","R85824812060",0
0,"A47273658956","R65013291727",1
0,"A47273658956","R28704594720",0
0,"A47273658956","R39558269395",1
0,"A47273658956","R43325233102",0
0,"A47273658956","R46636642344",0
0,"A47273658956","R213919413046",0
0,"A47273658956","R132227262974",0
0,"A47273658956","R15230244596",0
0,"A47273658956","R96233303883",0
0,"A47273658956","R23744494943",0
0,"A47273658956","R11313939482",0
0,"A47273658956","R104032743530",1
0,"A47273658956","R173699589332",0
0,"A47273658956","R88841398915",0
0,"A47273658956","R55640919354",0
0,"A47273658956","R53940432649",0
0,"A47273658956","R4559226810",0
0,"A47273658956","R288926628424",0
0,"A47273658956","R192533150930",0
0,"A47273658956","R157669188938",0
0,"A47273658956","R195386537690",0
0,"A47273658956","R236547040393",0
0,"A47273658956","R143640187154",1
0,"A47273658956","R95548767027",1
0,"A47273658956","R52148145186",0
0,"A47273658956","R10617815884",0
0,"A47273658956","R145394896786",0
0,"A47273658956","R17025041918",0
0,"A47273658956","R94211910153",1
0,"A47273658956","R44999618334",0
0,"A47273658956","R180996674082",0
0,"A47273658956","R60758274052",1
0,"A47273658956","R82044291051",0
0,"A47273658956","R81632368752",0
0,"A47273658956","R79352887816",0
0,"A47273658956","R179977192553",0
0,"A47273658956","R211008391223",0
0,"A47273658956","R10422721297",1
0,"A47273658956","R228960435471",0
0,"A47273658956","R172948067611",0
0,"A47273658956","R29048922097",1
0,"A47273658956","R29944965379",1
0,"A169535948955","R68790427340",1
0,"A169535948955","R82849165500",1
0,"A169535948955","R97865558420",1
0,"A169535948955","R222447024490",0
0,"A169535948955","R103527639956",0
0,"A169535948955","R53477501510",1
0,"A169535948955","R7606947494",0
0,"A169535948955","R87221547031",0
0,"A169535948955","R108888397290",1
0,"A169535948955","R210782337294",0
0,"A169535948955","R104930828896",0
0,"A169535948955","R72963108576",0
0,"A169535948955","R68582011857",0
0,"A169535948955","R35857929109",0
0,"A169535948955","R63317375785",0
0,"A169535948955","R36262390640",0
0,"A169535948955","R21078544029",0
0,"A169535948955","R165394369887",0
0,"A169535948955","R44321940028",1
0,"A169535948955","R47566467146",1
0,"A169535948955","R56883406843",0
0,"A169535948955","R14759072288",0
0,"A169535948955","R82269718337",0
0,"A169535948955","R39564962334",0
0,"A169535948955","R953757249",1
0,"A169535948955","R119487302650",0
0,"A169535948955","R30220467232",0
0,"A169535948955","R169538797620",0
0,"A169535948955","R103454720075",1
0,"A169535948955","R4935115593",0
0,"A169535948955","R115893187512",1
0,"A169535948955","R125348793962",0
0,"A169535948955","R56570012878",0
0,"A169535948955","R62712928039",0
0,"A169535948955","R133534159733",0
0,"A169535948955","R35523192514",0
0,"A169535948955","R180162908733",1
0,"A169535948955","R29665990636",0
0,"A169535948955","R158598979534",0
0,"A169535948955","R57329685364",0
0,"A169535948955","R42405891673",0
0,"A169535948955","R32526393262",0
0,"A169535948955","R204502148068",0
0,"A169535948955","R98364704111",0
0,"A169535948955","R208651320805",0
0,"A169535948955","R110512681478",0
0,"A169535948955","R45192560996",0
0,"A169535948955","R69081997697",1
0,"A169535948955","R68076903065",1
0,"A169535948955","R99159096836",0
0,"A169535948955","R157784242847",0
0,"A169535948955","R162107643113",1
0,"A169535948955","R67439420032",0
0,"A169535948955","R34638794370",1
0,"A169535948955","R29564645372",0
0,"A169535948955","R43586918490",0
0,"A169535948955","R96387883843",0
0,"A169535948955","R127484702568",0
0,"A169535948955","R29781598925",0
0,"A169535948955","R124318428341",0
0,"A169535948955","R164809601035",0
0,"A169535948955","R141392207401",0
0,"A169535948955","R36970644527",0
0,"A38298557407","R23463662506",0
0,"A38298557407","R22735736985",0
0,"A38298557407","R197837222475",1
0,"A38298557407","R146990070744",0
0,"A38298557407","R155733649433",0
0,"A38298557407","R90802049735",0
0,"A38298557407","R9429152720",0
0,"A38298557407","R56158772057",0
0,"A38298557407","R4250755451",0
0,"A38298557407","R110277161494",1
0,"A38298557407","R37877045439",0
0,"A38298557407","R63800019043",1
0,"A38298557407","R25296885052",1
0,"A38298557407","R10098553342",0
0,"A38298557407","R44604161942",0
0,"A38298557407","R29605553773",0
0,"A38298557407","R174357254782",0
0,"A38298557407","R47222605805",0
0,"A38298557407","R16679272639",1
0,"A38298557407","R154402967623",0
0,"A38298557407","R25373866414",0
0,"A38298557407","R30261143637",0
0,"A38298557407","R59400204841",1
0,"A38298557407","R67963349125",1
0,"A38298557407","R52166377555",0
0,"A38298557407","R88990309222",0
0,"A38298557407","R158403869498",1
0,"A38298557407","R1047260661",1
0,"A38298557407","R17034184273",0
0,"A38298557407","R16878114856",0
0,"A38298557407","R176762769315",0
0,"A38298557407","R75293442849",0
0,"A38298557407","R33698508797",0
0,"A38298557407","R33279919325",0
0,"A38298557407","R44802213921",0
0,"A38298557407","R185738276859",0
0,"A38298557407","R57204869259",0
0,"A38298557407","R81866099863",0
0,"A38298557407","R44989106475",0
0,"A38298557407","R54606728311",0
0,"A38298557407","R56661055707",0
0,"A25702215775","R21411341481",0
0,"A25702215775","R89147503790",0
0,"A25702215775","R134724703110",1
0,"A25702215775","R27493087236",0
0,"A25702215775","R52202143271",0
0,"A25702215775","R21149880342",0
0,"A25702215775","R207923438898",0
0,"A25702215775","R195824573033",0
0,"A25702215775","R108095087255",1
0,"A25702215775","R41689424851",0
0,"A25702215775","R114521557798",0
0,"A25702215775","R45517787474",1
0,"A25702215775","R29444335716",1
0,"A25702215775","R199804002464",1
0,"A25702215775","R85720441962",1
0,"A25702215775","R12801053588",1
0,"A25702215775","R114993312792",0
0,"A25702215775","R62166138779",0
0,"A25702215775","R157205989659",0
0,"A25702215775","R272472354511",0
0,"A25702215775","R141974773720",1
0,"A25702215775","R70438039481",1
0,"A25702215775","R24314095631",1
0,"A25702215775","R65820406762",0
0,"A25702215775","R55527063327",1
0,"A25702215775","R41016894798",1
0,"A25702215775","R53507357063",1
0,"A25702215775","R41327080586",0
0,"A25702215775","R158801178199",0
0,"A25702215775","R40044994607",0
0,"A25702215775","R54191419776",1
0,"A25702215775","R43673516387",1
0,"A25702215775","R1587239306",0
0,"A25702215775","R138903536191",0
0,"A25702215775","R145155126061",1
0,"A25702215775","R88617025054",0
0,"A25702215775","R53895179224",0
0,"A25702215775","R28408480014",0
0,"A25702215775","R19954322435",0
0,"A25702215775","R40503981869",0
0,"A25702215775","R18912370864",0
0,"A25702215775","R119090649481",0
0,"A25702215775","R81153124964",0
0,"A25702215775","R20759083617",0
0,"A25702215775","R106850988166",0
0,"A25702215775","R77172920390",1
0,"A25702215775","R66080455532",0
0,"A25702215775","R70357130258",0
0,"A25702215775","R109362556143",0
0,"A154811969586","R72434303759",0
0,"A154811969586","R37970579875",1
0,"A154811969586","R6203153094",0
0,"A154811969586","R89904180382",0
0,"A154811969586","R7991580862",1
0,"A154811969586","R84518936139",0
0,"A154811969586","R84508404661",0
0,"A154811969586","R30495783116",0
0,"A154811969586","R14500940876",0
0,"A154811969586","R23977096691",0
0,"A154811969586","R73895290766",0
0,"A154811969586","R3931074708",0
0,"A154811969586","R68134463171",1
0,"A154811969586","R182286071651",0
0,"A154811969586","R6162590368",1
0,"A154811969586","R186523753648",1
0,"A154811969586","R73740800659",1
0,"A154811969586","R32469921374",1
0,"A154811969586","R150506620222",0
0,"A154811969586","R81569610571",0
0,"A154811969586","R13761747691",0
0,"A154811969586","R98102260635",1
0,"A154811969586","R105923600369",0
0,"A154811969586","R166167185445",0
0,"A154811969586","R166892718238",0
0,"A154811969586","R38206585628",0
0,"A154811969586","R196581535077",0
0,"A154811969586","R11994788705",0
0,"A154811969586","R102412478331",0
0,"A154811969586","R49602548667",1
0,"A154811969586","R51157474247",0
0,"A154811969586","R27237405137",0
0,"A154811969586","R34599742864",1
0,"A154811969586","R57450169788",0
0,"A154811969586","R160208667452",0
0,"A154811969586","R88687635945",1
0,"A154811969586","R25681552998",1
0,"A154811969586","R46710396599",0
0,"A154811969586","R144096598206",1
0,"A154811969586","R25209306973",0
0,"A154811969586","R108808723018",0
0,"A154811969586","R37856418302",0
0,"A154811969586","R63954136672",0
0,"A154811969586","R79398766917",1
0,"A154811969586","R79281329907",0
0,"A154811969586","R6546962835",0
0,"A154811969586","R22581839411",0
0,"A154811969586","R8149144271",1
0,"A154811969586","R120816211997",0
0,"A154811969586","R102501338808",0
0,"A154811969586","R223244031552",0
0,"A154811969586","R38909607513",0
0,"A154811969586","R20134739112",0
0,"A154811969586","R164487459156",0
0,"A154811969586","R64191441609",0
0,"A154811969586","R97403669944",0
0,"A154811969586","R77481770179",1
0,"A154811969586","R67911130488",0
0,"A154811969586","R13230416335",0
0,"A15655824429","R70842600152",0
0,"A15655824429","R106258092899",0
0,"A15655824429","R46516513314",0
0,"A15655824429","R163548062317",1
0,"A15655824429","R16421578288",0
0,"A15655824429","R26827984886",0
0,"A15655824429","R111469910659",1
0,"A15655824429","R49235760177",0
0,"A15655824429","R241097846",1
0,"A15655824429","R119666781832",1
0,"A15655824429","R6299581199",0
0,"A15655824429","R6420806545",1
0,"A15655824429","R60657376477",0
0,"A15655824429","R77838024030",0
0,"A15655824429","R69747215806",0
0,"A15655824429","R67784820651",0
0,"A15655824429","R8247875917",0
0,"A15655824429","R53374548816",0
0,"A15655824429","R176258704853",0
0,"A15655824429","R193552028242",1
0,"A15655824429","R48471339109",0
0,"A15655824429","R133734388984",1
0,"A15655824429","R137464280638",1
0,"A15655824429","R64844572833",0
0,"A15655824429","R78295585856",1
0,"A15655824429","R71375865706",0
0,"A15655824429","R104599465026",0
0,"A15655824429","R7711677647",1
0,"A15655824429","R91127668880",0
0,"A15655824429","R28980850896",0
0,"A15655824429","R49516667480",0
0,"A15655824429","R158866545439",1
0,"A15655824429","R46680058415",0
0,"A15655824429","R68194508166",0
0,"A15655824429","R5982735905",0
0,"A15655824429","R96997338527",0
0,"A15655824429","R151809590821",0
0,"A15655824429","R144444547799",0
0,"A15655824429","R43647906479",0
0,"A15655824429","R73058154315",0
0,"A15655824429","R115865114515",1
0,"A15655824429","R39383898109",0
0,"A15655824429","R115958163742",1
0,"A15655824429","R79763791961",1
0,"A15655824429","R48422150631",0
0,"A15655824429","R70122777259",0
0,"A15655824429","R38077296142",1
0,"A15655824429","R115715919157",0
0,"A15655824429","R75172573890",0
0,"A15655824429","R1746647239",0
0,"A15655824429","R52470126845",0
0,"A15655824429","R71907776765",1
0,"A15655824429","R19185454363",1
0,"A15655824429","R52281439496",1
0,"A15655824429","R57640878753",0
0,"A15655824429","R26092242661",1
0,"A15655824429","R93950388139",0
0,"A28965040408","R136278912441",0
0,"A28965040408","R128884061278",0
0,"A28965040408","R24238106975",0
0,"A28965040408","R10076714484",1
0,"A28965040408","R33848495196",1
0,"A28965040408","R113469718094",0
0,"A28965040408","R68949350731",0
0,"A28965040408","R57605595767",0
0,"A28965040408","R23382209598",0
0,"A28965040408","R54309264711",0
0,"A28965040408","R58975882489",0
0,"A28965040408","R70514708467",1
0,"A28965040408","R118714231658",0
0,"A28965040408","R174295850951",1
0,"A28965040408","R132069555755",0
0,"A28965040408","R61230806783",0
0,"A28965040408","R16183360532",0
0,"A28965040408","R57303747592",1
0,"A28965040408","R22084924900",0
0,"A28965040408","R4634036486",1
0,"A28965040408","R94858217583",0
0,"A28965040408","R79363352624",0
0,"A28965040408","R214138993485",1
0,"A28965040408","R18007316686",0
0,"A28965040408","R346893012241",1
0,"A28965040408","R83986045551",0
0,"A28965040408","R52838075263",0
0,"A28965040408","R86454658647",0
0,"A28965040408","R19518759058",0
0,"A28965040408","R100619105018",0
0,"A28965040408","R206866382431",0
0,"A28965040408","R225991306301",0
0,"A28965040408","R238806646007",1
0,"A28965040408","R66383961525",0
0,"A28965040408","R158164866288",0
0,"A28965040408","R95182384657",0
0,"A28965040408","R55827918109",0
0,"A28965040408","R48950153323",1
0,"A28965040408","R244340688429",1
0,"A28965040408","R41370590603",0
0,"A28965040408","R218042926641",0
0,"A28965040408","R39170647434",1
0,"A28965040408","R138074629468",0
0,"A28965040408","R169835487273",1
0,"A28965040408","R65577027625",0
0,"A28965040408","R67450900494",1
0,"A3280934082","R89748318138",0
0,"A3280934082","R214238664345",0
0,"A3280934082","R34457381474",0
0,"A3280934082","R72072316044",0
0,"A3280934082","R126649196751",0
0,"A3280934082","R118043287697",0
0,"A3280934082","R19211872246",0
0,"A3280934082","R191501951903",0
0,"A3280934082","R151557271300",0
0,"A3280934082","R136491627327",0
0,"A3280934082","R22711884165",0
0,"A3280934082","R49322857399",0
0,"A3280934082","R86861432186",0
0,"A3280934082","R17088044576",0
0,"A3280934082","R92370563344",0
0,"A3280934082","R114141309593",0
0,"A3280934082","R244041693272",0
0,"A3280934082","R7014498343",0
0,"A3280934082","R55866986994",0
0,"A3280934082","R4607315600",0
0,"A3280934082","R24713759089",0
0,"A3280934082","R61753805893",0
0,"A3280934082","R128170147787",1
0,"A3280934082","R179183125559",1
0,"A3280934082","R145702960263",0
0,"A3280934082","R448828392",0
0,"A3280934082","R135910109744",0
0,"A3280934082","R120271463795",0
0,"A3280934082","R94621741822",1
0,"A3280934082","R35748333085",0
0,"A3280934082","R6026847985",0
0,"A3280934082","R44256952998",0
0,"A3280934082","R1645643700",0
0,"A3280934082","R140285289733",1
0,"A3280934082","R62586895026",1
0,"A3280934082","R177385839010",0
0,"A3280934082","R3068007604",0
0,"A3280934082","R63101092122",1
0,"A3280934082","R120873666175",0
0,"A3280934082","R91623339738",0
0,"A3280934082","R22703877855",0
0,"A3280934082","R10192433849",0
0,"A3280934082","R29052985522",1
0,"A3280934082","R80256751288",0
0,"A70252988464","R4689660456",0
0,"A70252988464","R58314077512",1
0,"A70252988464","R67215071080",0
0,"A70252988464","R20156613520",0
0,"A70252988464","R125023837975",0
0,"A70252988464","R64674552374",1
0,"A70252988464","R18909399956",1
0,"A70252988464","R165524881860",0
0,"A70252988464","R4812873037",0
0,"A70252988464","R103910743565",0
0,"A70252988464","R92923200646",0
0,"A70252988464","R26795258436",0
0,"A70252988464","R38271054464",0
0,"A70252988464","R283460134447",1
0,"A70252988464","R27799339892",1
0,"A70252988464","R646803682",0
0,"A70252988464","R73047386965",0
0,"A70252988464","R11217945379",1
0,"A70252988464","R37588627958",0
0,"A70252988464","R10053916201",0
0,"A70252988464","R81964183220",0
0,"A70252988464","R114306705168",0
0,"A70252988464","R113375824929",0
0,"A70252988464","R83370904597",1
0,"A70252988464","R7577543266",1
0,"A70252988464","R43409346194",0
0,"A70252988464","R94021749253",0
0,"A70252988464","R168377650284",0
0,"A70252988464","R161134684038",0
0,"A70252988464","R94520193326",0
0,"A70252988464","R216821115794",1
0,"A70252988464","R259141718581",0
0,"A70252988464","R46680600076",0
0,"A70252988464","R76765381117",1
0,"A70252988464","R62763987907",0
0,"A70252988464","R97056107753",0
0,"A70252988464","R194037722074",1
0,"A70252988464","R64039762646",0
0,"A70252988464","R76298985242",0
0,"A70252988464","R1366511384",0
0,"A70252988464","R52556891242",0
0,"A70252988464","R115310168959",0
0,"A70252988464","R59055659371",0
0,"A70252988464","R11111746762",0
0,"A70252988464","R1408776129",0
0,"A4484506281","R70362694055",0
0,"A4484506281","R97023036875",1
0,"A4484506281","R35235072125",0
0,"A4484506281","R131519557856",0
0,"A4484506281","R175924547498",0
0,"A4484506281","R8566023310",1
0,"A4484506281","R34031085378",0
0,"A4484506281","R115579784825",0
0,"A4484506281","R153231961850",1
0,"A4484506281","R42091428298",0
0,"A4484506281","R48226591927",0
0,"A4484506281","R66139318611",0
0,"A4484506281","R131052934293",0
0,"A4484506281","R36062703175",0
0,"A4484506281","R8869268204",1
0,"A4484506281","R3192549532",1
0,"A4484506281","R54907601701",1
0,"A4484506281","R78267092500",0
0,"A4484506281","R7197801611",1
0,"A4484506281","R26727379763",0
0,"A4484506281","R54853365985",0
0,"A4484506281","R112127903021",0
0,"A4484506281","R255964070704",0
0,"A4484506281","R18920138010",0
0,"A4484506281","R86301801861",1
0,"A4484506281","R61413154265",1
0,"A4484506281","R29685520509",1
