pen,customer_id,request_id,cancel,booking
1,2526426083,115854310485,0,62.45
1,2526426083,128964380351,0,57.11
1,2526426083,171043177294,0,77.99
1,2526426083,145669359180,0,42.5
1,2526426083,52677659152,1,16.51
1,2526426083,103982238736,0,59.47
1,2526426083,51550444714,1,59.39
1,81474040905,103059509141,0,78.29
1,81474040905,46598878831,0,65.44
1,81474040905,54194235080,1,16.6
1,81474040905,48191300227,0,97.42
1,81474040905,28827530638,0,29.74
1,81474040905,57745760039,0,51.95
1,81474040905,55515453981,0,59.7
1,81474040905,22682580040,0,56.23
1,81474040905,96685438813,1,52.99
1,81474040905,242998968417,0,62.75
1,81474040905,179300764210,1,81.61
1,81474040905,43019502846,1,74.9
1,81474040905,112960763540,0,16.82
1,81474040905,48499373707,0,24.27
1,81474040905,68437599847,0,68.24
1,81474040905,108268048840,0,73.03
1,220341114,10410712289,0,46.58
1,220341114,104601150592,0,92.19
1,220341114,188784971122,1,37.44
1,220341114,66172187237,0,92.25
1,220341114,110417032499,1,23.67
1,220341114,21886809030,0,99.6
1,220341114,89624393994,0,90.71
1,220341114,20381007717,0,63.13
1,220341114,139899723271,0,76.63
1,220341114,6687149610,0,10.5
1,220341114,167262902589,1,61.15
1,220341114,63100415902,0,38.16
1,220341114,32006768035,0,94.59
1,220341114,128831404433,0,47.79
1,220341114,32153651994,0,78.32
1,220341114,12182845387,0,53.67
1,220341114,98684420593,1,68.59
1,220341114,120324023077,1,40.45
1,220341114,92418695645,0,48.74
1,220341114,78467023322,0,20.78
1,220341114,116139245831,0,16.35
1,54727184959,42144938791,0,18.22
1,54727184959,71069226167,1,16.11
1,54727184959,118664431019,0,50.66
1,54727184959,60351018639,0,64.39
1,54727184959,85593936224,0,36.27
1,54727184959,19781898291,0,20.21
1,54727184959,83059413512,1,90.6
1,54727184959,121131048079,0,32.2
1,54727184959,173310985842,0,40.26
1,54727184959,71337525963,0,58.87
1,54727184959,44928566253,1,62.02
1,54727184959,159237708321,0,75.28
1,54727184959,53372128152,0,31.87
1,54727184959,56790683285,0,58.83
1,54727184959,111520569940,0,51.98
1,54727184959,15176412090,0,96.17
1,54727184959,147678775853,1,92.06
1,54727184959,7343516239,0,54.14
1,54727184959,1848062509,0,61.33
1,9793176724,71947452943,0,60.95
1,9793176724,56217217546,0,93.4
1,9793176724,57968225659,0,46.65
1,9793176724,34440280549,1,15.12
1,9793176724,9427838713,1,30.52
1,9793176724,49380655282,1,29.86
1,9793176724,98017536192,0,87.4
1,9793176724,46576412833,0,73.77
1,9793176724,51144684335,0,63.23
1,9793176724,35464533914,0,55.3
1,9793176724,109387120160,0,37.28
1,9793176724,87542658912,1,52.81
1,9793176724,35187124191,0,65.21
1,9793176724,35702668493,1,42.5
1,9793176724,45884193080,0,35.52
1,9793176724,9891608134,0,87.38
1,9793176724,21444700890,1,67.6
1,9793176724,58283724907,0,57.78
1,9793176724,118463872778,0,69.7
1,9793176724,10532067928,0,73.38
1,9793176724,73701439837,0,19.48
1,15484607157,41219691700,1,91.54
1,15484607157,98831544032,1,90.1
1,15484607157,41943834340,0,56.03
1,15484607157,43061251356,1,67.64
1,15484607157,97527271838,0,26.1
1,15484607157,27824978798,0,51.3
1,15484607157,57749365031,0,62
1,15484607157,137130679833,0,57.06
1,15484607157,17688889972,0,81.83
1,15484607157,89409429803,1,88.92
1,15484607157,77526966586,0,41.11
1,15484607157,61993932852,0,31.19
1,15484607157,75973139444,0,90.85
1,15484607157,131903256480,0,76.49
1,15484607157,19835140480,0,72.38
1,15484607157,157666689835,1,73.04
1,15484607157,135359712632,0,30.64
1,15484607157,16705198001,0,71.36
1,15484607157,288065365373,0,57.36
1,15484607157,110234110461,0,55.38
1,68963081787,13642784387,1,85.24
1,68963081787,130874655159,0,48.62
1,68963081787,17955784594,0,31.12
1,68963081787,170505958432,0,96.93
1,68963081787,40550421397,0,32.55
1,68963081787,41176979670,0,40.88
1,68963081787,107137159997,0,27.55
1,68963081787,99840762641,1,50.19
1,68963081787,77404259021,0,82.43
1,68963081787,214136403155,0,22.78
1,68963081787,78797679573,0,90.29
1,68963081787,1944509184,1,86.55
1,68963081787,18189971580,1,24.48
1,68963081787,16620820192,0,33
1,68963081787,111747797582,0,92.98
1,68963081787,55559253615,0,61.11
1,68963081787,100972229736,0,88.38
1,68963081787,1332745351,0,28.46
1,68963081787,69031495151,0,87.38
1,68963081787,119879073140,0,87.86
1,84222615130,22634737757,0,10.6
1,84222615130,47974355106,0,47.53
1,84222615130,22962271005,0,81.39
1,84222615130,22617940299,0,27.11
1,84222615130,45130484696,0,24.25
1,84222615130,23109426741,0,17.36
1,84222615130,10044152875,0,66.19
1,84222615130,51983777239,0,65.81
1,84222615130,11718426347,0,60.22
1,84222615130,17848938548,0,73.29
1,84222615130,47782777429,0,85.7
1,84222615130,36423018381,0,77.67
1,84222615130,110957614162,0,84.23
1,84222615130,103443204750,0,54.43
1,84222615130,242669693005,1,19.04
1,84222615130,1552130320,0,23.97
1,84222615130,84268587985,0,74.99
1,84222615130,65754350360,1,49.76
1,84222615130,230149153083,0,53.93
1,84222615130,91232901137,0,43.93
1,84222615130,31742143410,0,34.6
1,84222615130,104632691757,0,40.46
1,84222615130,17494320928,0,70.33
1,84222615130,28565433091,0,90.16
1,84222615130,63419104244,0,52.2
1,84222615130,51387458189,0,92.39
1,84222615130,173143546446,0,12.87
1,84222615130,149429337059,0,92.21
1,41269475094,94608347714,0,90.79
1,41269475094,118766102601,1,41.26
1,41269475094,197569842490,0,83.84
1,41269475094,162541778295,0,25.51
1,41269475094,96430412618,0,34.44
1,41269475094,118510925944,0,58.9
1,41269475094,146035651249,1,21.08
1,41269475094,66672722353,0,83.58
1,41269475094,135926014564,0,44.61
1,41269475094,13979426838,1,72.8
1,41269475094,137461106161,0,88.13
1,41269475094,57498770971,0,14.37
1,41269475094,14731071384,0,51.76
1,41269475094,219003441293,0,92.73
1,41269475094,70344166197,1,83.48
1,41269475094,74407141388,0,71.7
1,41269475094,61789127911,1,25.55
1,41269475094,254766254775,0,43.95
1,41269475094,85367829637,0,33.17
1,41269475094,195255490292,0,87.79
1,41269475094,39423431172,0,30.65
1,129946311790,18649403912,0,71.68
1,129946311790,53835167093,0,92.29
1,129946311790,91210865099,0,85.62
1,129946311790,53748126220,0,29.75
1,129946311790,22993619350,1,38.47
1,129946311790,4676962239,0,90.03
1,129946311790,128159948944,0,96.55
1,129946311790,60173337342,0,72.53
1,129946311790,25815178381,0,66.19
1,129946311790,46722382110,0,58.12
1,129946311790,10484444315,1,54.21
1,129946311790,101182753550,0,48.78
1,129946311790,29371020304,1,70.03
1,129946311790,121724639713,0,41.45
1,129946311790,43272713126,0,29.55
1,129946311790,87256758732,0,37.34
1,129946311790,81494066737,0,96.25
1,129946311790,115229494704,0,39.06
1,129946311790,128106367501,0,46.07
1,129946311790,126114708406,0,28.93
1,129946311790,104819202832,0,53.33
1,129946311790,52681892031,1,48.42
1,129946311790,16074383694,0,77.52
1,129946311790,92408370283,1,58.97
1,129946311790,79600635463,0,66.15
1,129946311790,42961638792,1,46.08
1,129946311790,194667755933,0,94.37
1,129946311790,54830242279,0,15.2
1,129946311790,168936381948,0,45.35
1,129946311790,223842042978,0,86.92
1,129946311790,287934757172,0,96.38
1,129946311790,19454298916,0,91.14
1,129946311790,18790295459,0,78.81
1,129946311790,102613693344,1,17.94
1,129946311790,78783609481,0,82.9
1,129946311790,209917700121,1,39.43
1,28744518049,34070930751,1,48.52
1,28744518049,97029705398,0,92.81
1,28744518049,34008823728,0,28.87
1,28744518049,73194956222,0,87.39
1,28744518049,2643746956,0,24.85
1,28744518049,92662442032,0,49.8
1,28744518049,114696636478,1,64.62
1,28744518049,18786122769,0,44.62
1,28744518049,77494313032,0,88.4
1,28744518049,203676581721,1,29.9
1,28744518049,115733442138,0,18.14
1,28744518049,110357046893,1,43.2
1,28744518049,110571120561,1,90.61
1,28744518049,62239947819,0,55
1,28744518049,204177139090,0,95.53
1,28744518049,65502352450,0,55.62
1,28744518049,186616326264,0,93.9
1,28744518049,110910594343,0,97.65
1,28744518049,51993695339,0,41.26
1,108757807923,182181403653,0,99.81
1,108757807923,218369632825,0,29.19
1,108757807923,61312984561,0,71.71
1,108757807923,96724881387,0,49.61
1,108757807923,130133027560,0,12.76
1,108757807923,41593886124,0,94.33
1,108757807923,101905088125,0,41.8
1,108757807923,99241242663,0,71.34
1,108757807923,48866240111,0,32.86
1,108757807923,73245425404,0,36.61
1,108757807923,204116026489,0,68.94
1,108757807923,140300068140,0,78.17
1,108757807923,210864444612,0,99.38
1,108757807923,195004455663,0,37.13
1,108757807923,59034769576,0,83.37
1,108757807923,70272191783,0,19.88
1,108757807923,34079415438,0,36.71
1,108757807923,117916635788,0,99.36
1,108757807923,9172209597,0,73.08
1,108757807923,50888849844,0,28.3
1,108757807923,83621719554,0,82.18
1,108757807923,53339754486,1,81.11
1,108757807923,24615813995,0,93.87
1,108757807923,227861156453,0,85.8
1,108757807923,20365303738,0,85.07
1,108757807923,74733614520,1,30.46
1,108757807923,23684221542,0,27.07
1,108757807923,49003304741,0,37.57
1,108757807923,114091083156,0,32.97
1,108757807923,188456360433,0,27.09
1,108757807923,41535229321,0,45.28
1,108757807923,15793281818,0,57.18
1,155607707860,107995726489,0,75.19
1,155607707860,179351468051,0,19.72
1,155607707860,28473217141,0,54.57
1,155607707860,152260167170,0,42.58
1,155607707860,162928563755,1,24.62
1,155607707860,38072327837,0,28.98
1,155607707860,20685957040,0,79.8
1,155607707860,183919437675,0,60.82
1,155607707860,98029130786,0,77.36
1,155607707860,51870081327,0,94.25
1,155607707860,24094862698,0,38.67
1,155607707860,20693011658,0,16.43
1,155607707860,26292254196,0,43.32
1,155607707860,161393067355,0,48.75
1,155607707860,9389671545,0,49.58
1,155607707860,85119982353,0,51.04
1,155607707860,50618204555,1,26.58
1,155607707860,18893899123,0,22.3
1,155607707860,30807120159,0,70.62
1,155607707860,82312004440,0,28.53
1,155607707860,41110514695,0,74.39
1,155607707860,41142418241,0,67.66
1,155607707860,85684187806,0,59.13
1,7418737183,111884256736,0,27.81
1,7418737183,219535347712,1,71.91
1,7418737183,38314651521,0,97.88
1,7418737183,695933905,0,81.06
1,7418737183,20364933175,0,79.14
1,7418737183,126191023059,0,20.38
1,7418737183,83714511154,0,68.15
1,7418737183,131657558642,0,47.48
1,7418737183,201711908884,0,43.4
1,7418737183,17107755102,0,22.72
1,7418737183,42411864624,0,79.15
1,7418737183,12781876789,1,43.01
1,7418737183,118891411328,0,34.67
1,7418737183,91395504604,0,49.09
1,7418737183,19152380296,0,52.31
1,7418737183,98348157021,0,85.85
1,7418737183,57294054034,1,60.81
1,7418737183,20305617843,0,81.21
1,7418737183,59470832938,0,15.22
1,7418737183,44374960980,0,59.78
1,7418737183,105089348485,0,28.82
1,7418737183,127953281949,0,98.48
1,7418737183,49599165469,1,93.24
1,7418737183,29892229426,1,44.88
1,7418737183,159468944115,1,46.55
1,228622962423,80707921855,0,80.28
1,228622962423,148026235797,0,93.83
1,228622962423,176205958924,0,22.55
1,228622962423,14292367089,0,97.65
1,228622962423,57772855689,0,13.65
1,228622962423,40204330898,0,96.03
1,228622962423,78244345235,1,28.5
1,228622962423,146638696386,0,54.81
1,228622962423,34645241747,0,16.76
1,228622962423,8396117070,0,39.58
1,228622962423,29568131924,0,44.89
1,228622962423,161895706403,1,16.39
1,228622962423,86003667672,0,32.17
1,228622962423,200206682252,0,57.68
1,228622962423,34849493683,0,62.19
1,228622962423,42181203035,1,53.3
1,228622962423,28428982281,0,52.77
1,228622962423,8306846678,0,93.25
1,24074511988,152519488496,1,64.07
1,24074511988,20108828324,0,54.87
1,24074511988,136773510436,1,76.07
1,24074511988,115342256768,0,48.92
1,24074511988,167248651683,0,46.88
1,24074511988,53028267823,0,94.75
1,24074511988,32085034704,1,71.98
1,24074511988,15640749504,0,89.5
1,24074511988,58732566287,0,88.22
1,24074511988,158581674914,0,36.19
1,24074511988,4173924676,0,87.72
1,24074511988,10293864862,0,16.3
1,24074511988,97314343517,0,83.63
1,24074511988,70054266784,0,85.11
1,24074511988,136985667150,0,41
1,24074511988,11654177104,0,13.02
1,24074511988,128891679503,0,48.85
1,24074511988,108687193247,0,49.46
1,31311911189,128476516637,1,62.04
1,31311911189,23706309648,0,97.09
1,31311911189,96552794287,0,94.75
1,31311911189,47756750801,0,44.83
1,31311911189,121662933407,0,48.52
1,31311911189,38547644286,1,25.43
1,31311911189,50508215238,0,91.64
1,31311911189,188308196778,0,50.69
1,31311911189,130893816050,0,86.34
1,31311911189,41383770999,0,30.08
1,31311911189,13274132116,0,31.37
1,31311911189,186284584728,0,65.1
1,31311911189,122734933919,1,77.48
1,31311911189,73838938924,0,95.64
1,31311911189,44808517344,0,44.78
1,31311911189,5688372787,0,94.76
1,31311911189,68812230204,1,43.2
1,31311911189,64494543977,0,13.72
1,31311911189,159231060825,1,42.19
1,31311911189,3286763655,0,75.29
1,31311911189,123619753522,0,92.49
1,31311911189,77081808250,0,38.43
1,31311911189,112843854516,1,62.75
1,31311911189,96963262898,0,56.31
1,49494193267,87515550009,1,58.11
1,49494193267,4360434507,0,79.1
1,49494193267,21651588771,0,60.88
1,49494193267,108904093028,0,68.16
1,49494193267,97002361544,0,76.71
1,49494193267,49134298351,1,99.61
1,49494193267,97417914534,0,58.36
1,49494193267,110887284675,0,51.8
1,49494193267,64119908861,0,77.19
1,49494193267,10660473450,0,48.18
1,49494193267,182717292832,0,92.94
1,49494193267,129156979325,1,40.44
1,49494193267,75445328496,0,88.47
1,49494193267,161244273364,0,57.63
1,49494193267,16859349597,0,22.91
1,49494193267,50309721374,0,73.84
1,49494193267,42539778800,0,73.83
1,49494193267,157781584151,0,91.94
1,49494193267,131289112244,0,60.77
1,49494193267,122634216318,0,91.36
1,49494193267,88918047051,1,92.87
1,49494193267,127263370396,0,44.32
1,49494193267,107611050869,0,10.36
1,49494193267,36840272475,0,55.74
1,49494193267,57455748915,0,87.26
1,49494193267,32704053327,0,78.2
1,19375384550,141554496743,0,34.51
1,19375384550,122882848087,0,47.97
1,19375384550,143188612172,0,11.99
1,19375384550,62076697631,0,52.33
1,19375384550,156655783970,0,47.39
1,19375384550,169505999,0,70.53
1,19375384550,88088022181,0,60.16
1,19375384550,36874200312,0,25.57
1,19375384550,64123579762,1,16.43
1,19375384550,54384384211,1,95.9
1,19375384550,133968953687,0,68.66
1,19375384550,39122704282,0,95.84
1,19375384550,41467883663,0,68.2
1,19375384550,28288323172,0,45.83
1,19375384550,115361705073,0,24.44
1,19375384550,80196466844,0,50.25
1,19375384550,212321984479,0,93.26
1,19375384550,146173616596,1,92.9
1,19375384550,4626286563,0,43.21
1,19375384550,27533491795,0,18.56
1,14732260721,24561798982,0,60.92
1,14732260721,134439244644,0,39.54
1,14732260721,137571376065,0,40.57
1,14732260721,79076575094,0,66.69
1,14732260721,34007293517,0,57.24
1,14732260721,74732212399,0,14.68
1,14732260721,20587321366,0,80.83
1,14732260721,78795876755,0,88.71
1,14732260721,92199459711,0,88.09
1,14732260721,84765822994,0,60.44
1,14732260721,19325616864,1,83.16
1,14732260721,35981532695,0,80.2
1,14732260721,49879440912,0,41.04
1,14732260721,206239645762,0,12.22
1,14732260721,78753973418,0,60.05
1,14732260721,25289555288,0,75.56
1,14732260721,61018583315,0,87.02
1,14732260721,177275622277,0,85.45
1,14732260721,6422288931,0,55.1
1,14732260721,96239542105,0,64.14
1,14732260721,12247588565,0,20
1,14732260721,44978883229,0,27.78
1,14732260721,115896458220,1,41.24
1,14732260721,104915009068,1,42.33
1,14732260721,9186531880,0,10.1
1,14732260721,49444407891,1,83.87
1,14732260721,184031028088,0,39.16
1,14732260721,118808433296,0,89
1,14732260721,81942276642,0,81.95
1,14732260721,18633755308,0,59.36
1,14732260721,65520660799,0,12.49
1,174166943450,100341955978,0,84.79
1,174166943450,98424183960,0,94.42
1,174166943450,130950268475,0,52.22
1,174166943450,12677471585,1,45.66
1,174166943450,36834569459,0,91.19
1,174166943450,7813894429,0,28.22
1,174166943450,69948559732,1,52.2
1,174166943450,108053500934,0,95.45
1,174166943450,18057249419,0,58.56
1,174166943450,70375314363,0,12.17
1,174166943450,51409729346,0,95.93
1,174166943450,86138237084,0,70.87
1,174166943450,45539865348,0,98.42
1,174166943450,184354943643,1,28.45
1,174166943450,12011080605,0,86.59
1,174166943450,164087170992,0,82.15
1,174166943450,55836074299,0,25.22
1,174166943450,121699839089,0,91.18
1,174166943450,10573348461,0,30.74
1,174166943450,39419263627,0,97.46
1,158454035936,2914827265,1,75.66
1,158454035936,141253621217,1,48.04
1,158454035936,88747073147,0,30.19
1,158454035936,41784676122,0,95.04
1,158454035936,169703135308,0,24.88
1,158454035936,162127469886,1,47.28
1,158454035936,112795236543,0,12.11
1,158454035936,10141226410,0,97.07
1,158454035936,18057348322,0,28.31
1,158454035936,117060804012,0,29.89
1,158454035936,16775961155,1,17.46
1,158454035936,39506533377,1,28.67
1,158454035936,126352994762,1,72.98
1,158454035936,12984565052,0,15.87
1,158454035936,170821176235,0,59.62
1,158454035936,56360320152,0,31.83
1,158454035936,10311280031,0,41.57
1,158454035936,122209681754,0,63.56
1,158454035936,92119752659,1,38.14
1,158454035936,27199698176,0,10.04
1,158454035936,315672985385,0,71.36
1,158454035936,92049704997,1,92.06
1,158454035936,114067822145,0,93.07
1,158454035936,91702613579,1,28.75
1,158454035936,125298846361,0,43.63
1,158454035936,62864535984,0,87.91
1,158454035936,104419236937,1,54.89
1,158454035936,38297283461,1,65.22
1,158454035936,146381896435,1,55.43
1,75456782517,145219401528,0,29.54
1,75456782517,120125738953,0,31.57
1,75456782517,129817617551,1,29.41
1,75456782517,54426219386,0,31
1,75456782517,154936002475,0,81.46
1,75456782517,184961334838,1,96.82
1,75456782517,132859324923,1,41.35
1,75456782517,60107998106,0,18.7
1,75456782517,102470468975,0,35.87
1,75456782517,75890640892,0,42.25
1,75456782517,40918849435,0,17.48
1,75456782517,122238047271,0,61.67
1,75456782517,239519106248,0,52.61
1,75456782517,4876444413,0,29.72
1,75456782517,50583992080,0,95.88
1,75456782517,65383635550,0,95.79
1,75456782517,28856130857,0,65.81
1,75456782517,99595532526,0,34.46
1,75456782517,8161594176,1,43.69
1,75456782517,117002882543,0,77.8
1,75456782517,266709822405,0,19.13
1,75456782517,32153311130,0,67.53
1,75456782517,131947598798,0,44.14
1,75456782517,192059430024,0,68.99
1,75456782517,164135626588,0,13.14
1,75456782517,31657578758,0,79.73
1,75456782517,153471811585,1,77.18
1,75456782517,203705061980,0,41.03
1,75456782517,20644681044,0,46.93
1,75456782517,101127837522,0,19.81
1,75456782517,3685503685,0,18.74
1,75456782517,37733722927,1,81.53
1,75456782517,88987273150,1,67.23
1,75456782517,114682824617,0,63.64
1,75456782517,35398705421,0,89.37
1,75456782517,77102881279,0,33.79
1,80248055284,72522545209,0,69.32
1,80248055284,9541425035,0,83.61
1,80248055284,136579194614,0,81.97
1,80248055284,60200576028,0,12.45
1,80248055284,98161445586,0,50.18
1,80248055284,128010625982,0,29.57
1,80248055284,27019663254,0,12.27
1,80248055284,103681167090,0,31.38
1,80248055284,9673092392,1,11.74
1,80248055284,30559155823,0,29.33
1,80248055284,1243315431,0,68.58
1,80248055284,9692618784,0,97.31
1,80248055284,3796972930,0,70.98
1,80248055284,79601596303,0,73.1
1,80248055284,223556509926,0,80.39
1,80248055284,36250117969,0,17.84
1,80248055284,74941987141,0,27.54
1,80248055284,1827811422,1,96.35
1,80248055284,72484869998,1,77.69
1,80248055284,199442106003,1,55
1,80248055284,11790068220,0,28.63
1,80248055284,117332631020,0,35.15
1,80248055284,96737489642,0,47.92
1,79427207778,99138086912,1,52.75
1,79427207778,42233603487,0,73.12
1,79427207778,119417931271,0,24.85
1,79427207778,47477895440,0,20.55
1,79427207778,86445558676,0,99.72
1,79427207778,45254637451,0,35.42
1,79427207778,17606892596,0,97.36
1,79427207778,215942200434,1,38.36
1,79427207778,131721842657,0,45.9
1,79427207778,71412438324,1,70.87
1,79427207778,35169287769,0,25.45
1,79427207778,15774266177,0,91.94
1,79427207778,97966655522,0,40.98
1,79427207778,157593481156,1,81.07
1,79427207778,20457939239,0,88.37
1,79427207778,14086699009,1,97.54
1,79427207778,145603588192,0,52.34
1,79427207778,123773786359,1,38.32
1,79427207778,26748631886,0,27.66
1,79427207778,161285299724,0,48.9
1,79427207778,206938959157,0,11.91
1,79427207778,95734423319,0,26.75
1,79427207778,58026926112,0,70.76
1,124873612947,115377520265,0,37.96
1,124873612947,170885614150,0,23.97
1,124873612947,75335116121,1,65.81
1,124873612947,103537483629,0,32.31
1,124873612947,104080761804,1,96.36
1,124873612947,4341938711,1,54.58
1,124873612947,116592308463,0,89.26
1,124873612947,155618384699,0,55.49
1,124873612947,96288772048,0,40.77
1,124873612947,58404663938,0,96.18
1,124873612947,113334992030,0,10.53
1,124873612947,78612127988,1,25.57
1,124873612947,16215810066,0,28.28
1,124873612947,111562487929,0,86.89
1,124873612947,59109927703,0,94.56
1,124873612947,73601772422,0,29.5
1,124873612947,2112928184,1,63.06
1,124873612947,23150451726,0,39.5
1,124873612947,74909365549,0,49.79
1,124873612947,35346586311,0,58.04
1,124873612947,126085473451,0,17.4
1,124873612947,200116262512,1,77.82
1,124873612947,52115348783,0,86.01
1,124873612947,34661557645,1,19.44
1,124873612947,71117894257,0,37.33
1,124873612947,183211546955,0,87.16
1,124873612947,6285402882,0,89.57
1,124873612947,119961415113,0,65.63
1,124873612947,131161800434,0,16.84
1,124873612947,106941999779,0,86.64
1,124873612947,52986642341,0,18.31
1,124873612947,5492307847,1,95.99
1,124873612947,41188938257,0,43.41
1,124873612947,21543810400,0,85.05
1,285071791191,38043219503,0,91.75
1,285071791191,35534841094,0,16.12
1,285071791191,82357290465,0,35.49
1,285071791191,127252308296,0,34.89
1,285071791191,27628811501,0,38.71
1,285071791191,102681849662,1,81.53
1,285071791191,22641036716,1,19
1,285071791191,47811136695,0,34.67
1,285071791191,68633519076,0,41.63
1,285071791191,109400160989,1,93.02
1,285071791191,80457959119,0,88.47
1,285071791191,61769462901,0,67.9
1,285071791191,45365866741,1,45.83
1,285071791191,10566052857,0,63
1,285071791191,45925396357,0,60.09
1,285071791191,60722581321,0,54.68
1,285071791191,142880958570,0,32.86
1,285071791191,38645242460,0,93.52
1,285071791191,95914873858,0,74.73
1,23140414346,73730112577,1,30.37
1,23140414346,40624026598,1,76.08
1,23140414346,93398756177,0,59.4
1,23140414346,152763271501,0,70.3
1,23140414346,74560839339,1,67.72
1,23140414346,81938010790,0,93.64
1,23140414346,144702407140,0,81.36
1,23140414346,20988947146,1,10.25
1,23140414346,195651484958,1,68.55
1,23140414346,78647111670,0,87.67
1,23140414346,40271504624,0,60.1
1,23140414346,131516494896,0,57.31
1,23140414346,44676210837,0,79.81
1,23140414346,115161338298,1,15.32
1,23140414346,131497713480,0,96.27
1,24191465373,137991990002,0,48.23
1,24191465373,139758069551,0,67.28
